-0.0872665 0.0483734     0     0 0.264
-0.0872681 0.0483718 2.63752e-10 2.46335e-13    0.264001
-0.0872713 0.0483686 1.19554e-09 6.77144e-13    0.264002
-0.087276 0.0483639 2.03498e-09 1.11451e-12    0.264003
-0.0872822 0.0483576 2.76487e-09 1.55224e-12    0.264004
-0.08729 0.0483499 3.38101e-09 1.98647e-12    0.264005
-0.0872993 0.0483406 3.92536e-09 2.36553e-12    0.264006
-0.0873102 0.0483297 4.41704e-09  2.7201e-12    0.264007
-0.0873225 0.0483174 4.86906e-09 2.98273e-12    0.264008
-0.0873364 0.0483035 5.29779e-09 3.21754e-12    0.264009
-0.0873518 0.0482881  5.7035e-09 3.43163e-12     0.26401
-0.0873687 0.0482712 6.08617e-09 3.63479e-12    0.264011
-0.0873871 0.0482528 6.44563e-09 3.84348e-12    0.264012
-0.087407 0.0482329 6.78173e-09 4.06383e-12    0.264013
-0.0874284 0.0482115  7.0951e-09 4.29047e-12    0.264014
-0.0874513 0.0481886 7.39148e-09 4.51072e-12    0.264015
-0.0874756 0.0481642 7.67233e-09  4.7368e-12    0.264016
-0.0875015 0.0481384 7.93764e-09  4.9629e-12    0.264017
-0.0875288 0.048111 8.17072e-09 5.20005e-12    0.264018
-0.0875577 0.0480822  8.3935e-09 5.43307e-12    0.264019
-0.087588 0.0480519 8.60803e-09 5.62815e-12     0.26402
-0.0876197 0.0480202 8.81594e-09 5.79842e-12    0.264021
-0.0876529 0.0479869 9.01798e-09 5.96462e-12    0.264022
-0.0876876 0.0479522 9.21416e-09 6.12727e-12    0.264023
-0.0877238 0.0479161 9.40443e-09 6.29316e-12    0.264024
-0.0877614 0.0478785 9.58878e-09 6.46249e-12    0.264025
-0.0878004 0.0478395 9.76719e-09 6.63475e-12    0.264026
-0.0878409 0.047799  9.9396e-09 6.80701e-12    0.264027
-0.0878828 0.0477571 1.01065e-08 6.96536e-12    0.264028
-0.0879262 0.0477137 1.02684e-08 7.10786e-12    0.264029
-0.087971 0.0476689 1.04257e-08 7.24587e-12     0.26403
-0.0880172 0.0476227 1.05783e-08 7.37973e-12    0.264031
-0.0880648 0.047575 1.07263e-08 7.51081e-12    0.264032
-0.0881139 0.047526 1.08696e-08 7.63891e-12    0.264033
-0.0881644 0.0474755 1.10081e-08 7.76403e-12    0.264034
-0.0882163 0.0474236 1.11418e-08 7.88757e-12    0.264035
-0.0882695 0.0473703 1.12708e-08 8.00996e-12    0.264036
-0.0883242 0.0473156  1.1395e-08 8.13385e-12    0.264037
-0.0883803 0.0472595 1.15152e-08 8.24241e-12    0.264038
-0.0884378 0.047202 1.16322e-08  8.3357e-12    0.264039
-0.0884967 0.0471432 1.17463e-08 8.42716e-12     0.26404
-0.088557 0.0470829 1.18577e-08 8.51572e-12    0.264041
-0.0886186 0.0470213 1.19667e-08 8.61694e-12    0.264042
-0.0886816 0.0469582 1.20732e-08 8.70865e-12    0.264043
-0.088746 0.0468938 1.21772e-08   8.794e-12    0.264044
-0.0888118 0.0468281 1.22789e-08 8.88012e-12    0.264045
-0.0888789 0.0467609 1.23783e-08 8.96824e-12    0.264046
-0.0889474 0.0466924 1.24754e-08  9.0569e-12    0.264047
-0.0890173 0.0466226 1.25701e-08 9.14338e-12    0.264048
-0.0890885 0.0465514 1.26625e-08 9.22757e-12    0.264049
-0.0891611 0.0464788 1.27526e-08 9.31007e-12     0.26405
-0.089235 0.0464049 1.28403e-08 9.39267e-12    0.264051
-0.0893102 0.0463297 1.29257e-08 9.47418e-12    0.264052
-0.0893868 0.0462531 1.30086e-08 9.55421e-12    0.264053
-0.0894647 0.0461752 1.30891e-08 9.63219e-12    0.264054
-0.0895439 0.046096 1.31673e-08 9.71007e-12    0.264055
