-0.0872665 0.0483734     0     0 0.264
-0.0872681 0.0483718 2.63752e-10 2.46335e-13    0.264001
-0.0872713 0.0483686 1.16068e-09 6.79293e-13    0.264002
-0.087276 0.0483639 1.93238e-09 1.11902e-12    0.264003
-0.0872822 0.0483577 2.56424e-09 1.55372e-12    0.264004
-0.08729 0.0483499 3.10459e-09 1.93154e-12    0.264005
-0.0872993 0.0483406 3.58118e-09 2.27773e-12    0.264006
-0.0873101 0.0483298 4.02162e-09 2.52443e-12    0.264007
-0.0873224 0.0483174 4.43486e-09 2.74565e-12    0.264008
-0.0873363 0.0483036 4.82098e-09  2.9501e-12    0.264009
-0.0873516 0.0482883 5.17997e-09 3.15839e-12     0.26401
-0.0873684 0.0482714 5.51175e-09 3.38022e-12    0.264011
-0.0873868 0.0482531 5.81873e-09  3.5959e-12    0.264012
-0.0874066 0.0482333 6.10738e-09 3.81949e-12    0.264013
-0.0874279 0.0482119 6.37813e-09 4.04638e-12    0.264014
-0.0874507 0.0481891 6.63091e-09 4.27048e-12    0.264015
-0.087475 0.0481649 6.86623e-09 4.48491e-12    0.264016
-0.0875007 0.0481391  7.0886e-09 4.67241e-12    0.264017
-0.0875279 0.0481119 7.29515e-09 4.84213e-12    0.264018
-0.0875566 0.0480833 7.49497e-09 5.00722e-12    0.264019
-0.0875868 0.0480531 7.68805e-09 5.17116e-12     0.26402
-0.0876183 0.0480215 7.87437e-09 5.33904e-12    0.264021
-0.0876514 0.0479885 8.05389e-09 5.51079e-12    0.264022
-0.0876858 0.047954 8.22654e-09  5.6832e-12    0.264023
-0.0877217 0.0479181 8.39274e-09   5.843e-12    0.264024
-0.0877591 0.0478808 8.55324e-09 5.98502e-12    0.264025
-0.0877979 0.047842 8.70849e-09 6.12162e-12    0.264026
-0.0878381 0.0478018 8.85838e-09   6.254e-12    0.264027
-0.0878797 0.0477602 9.00291e-09 6.38307e-12    0.264028
-0.0879227 0.0477172 9.14203e-09 6.50872e-12    0.264029
-0.0879672 0.0476727  9.2757e-09 6.63242e-12     0.26403
-0.088013 0.0476269 9.40388e-09 6.75499e-12    0.264031
-0.0880602 0.0475796 9.52662e-09 6.87847e-12    0.264032
-0.0881089 0.047531 9.64522e-09 6.97532e-12    0.264033
-0.0881589 0.047481  9.7605e-09 7.06833e-12    0.264034
-0.0882103 0.0474295 9.87258e-09 7.15831e-12    0.264035
-0.0882631 0.0473767 9.98145e-09 7.24514e-12    0.264036
-0.0883173 0.0473226 1.00873e-08 7.32404e-12    0.264037
-0.0883728 0.047267 1.01904e-08 7.40154e-12    0.264038
-0.0884298 0.0472101 1.02908e-08 7.48076e-12    0.264039
-0.088488 0.0471518 1.03885e-08 7.56173e-12     0.26404
-0.0885477 0.0470922 1.04835e-08 7.64458e-12    0.264041
-0.0886086 0.0470312 1.05764e-08 7.72372e-12    0.264042
-0.0886709 0.0469689 1.06665e-08 7.80101e-12    0.264043
-0.0887346 0.0469053 1.07538e-08 7.87819e-12    0.264044
-0.0887996 0.0468403 1.08385e-08 7.95953e-12    0.264045
-0.0888659 0.0467739 1.09204e-08 8.03915e-12    0.264046
-0.0889336 0.0467063 1.09995e-08 8.11727e-12    0.264047
-0.0890026 0.0466373 1.10762e-08 8.18545e-12    0.264048
-0.0890729 0.046567 1.11509e-08 8.24026e-12    0.264049
-0.0891445 0.0464954  1.1224e-08 8.29583e-12     0.26405
-0.0892174 0.0464225 1.12955e-08 8.34998e-12    0.264051
-0.0892916 0.0463483 1.13654e-08 8.40219e-12    0.264052
-0.0893671 0.0462728 1.14337e-08 8.45479e-12    0.264053
-0.0894439 0.046196 1.15003e-08 8.50742e-12    0.264054
-0.089522 0.0461179 1.15653e-08  8.5606e-12    0.264055
