-0.0872253, -0.15728
-0.0872215, -0.157276
-0.0872138, -0.157269
-0.0872024, -0.157257
-0.0871873, -0.157242
-0.0871687, -0.157224
-0.0871468, -0.157202
-0.0871219, -0.157177
-0.0870942, -0.157149
-0.0870641, -0.157119
-0.0870318, -0.157087
-0.0869977, -0.157053
-0.0869622, -0.157017
-0.0869255, -0.15698
-0.086888, -0.156943
-0.08685, -0.156905
-0.0868119, -0.156867
-0.0867738, -0.156829
-0.0867361, -0.156791
-0.086699, -0.156754
-0.0866626, -0.156718
-0.0866273, -0.156682
-0.086593, -0.156648
-0.08656, -0.156615
-0.0865284, -0.156583
-0.0864982, -0.156553
-0.0864695, -0.156524
-0.0864422, -0.156497
-0.0864165, -0.156471
-0.0864081, -0.156463
-0.0864044, -0.156459
-0.086405, -0.15646
-0.0864097, -0.156465
-0.0864179, -0.156473
-0.0864293, -0.156484
-0.0864432, -0.156498
-0.086459, -0.156514
-0.0864762, -0.156531
-0.0864942, -0.156549
-0.0865123, -0.156567
-0.0865298, -0.156585
-0.0865464, -0.156601
-0.0865613, -0.156616
-0.086574, -0.156629
-0.0865841, -0.156639
-0.0865909, -0.156646
-0.0865941, -0.156649
-0.0865931, -0.156648
-0.0865877, -0.156643
-0.0865774, -0.156632
-0.0865617, -0.156617
-0.0865406, -0.156595
-0.0865135, -0.156568
-0.0864803, -0.156535
-0.0864406, -0.156495
-0.0863943, -0.156449
-0.0863412, -0.156396
-0.0862811, -0.156336
-0.0862138, -0.156269
-0.0861392, -0.156194
-0.0860572, -0.156112
-0.0859676, -0.156023
-0.0858705, -0.155925
-0.0857656, -0.15582
-0.085653, -0.155708
-0.0855327, -0.155588
-0.0854046, -0.155459
-0.0852686, -0.155323
-0.0851249, -0.15518
-0.0849733, -0.155028
-0.084814, -0.154869
-0.084647, -0.154702
-0.0844722, -0.154527
-0.0842898, -0.154345
-0.0840997, -0.154155
-0.0839021, -0.153957
-0.083697, -0.153752
-0.0834846, -0.153539
-0.0832647, -0.15332
-0.0830376, -0.153092
-0.0828033, -0.152858
-0.082562, -0.152617
-0.0823136, -0.152368
-0.0820583, -0.152113
-0.0817962, -0.151851
-0.0815274, -0.151582
-0.0812526, -0.151307
-0.0809714, -0.151026
-0.080684, -0.150739
-0.0803904, -0.150445
-0.0800907, -0.150146
-0.0797852, -0.14984
-0.0794738, -0.149529
-0.0791566, -0.149211
-0.0788338, -0.148889
-0.0785055, -0.14856
-0.0781717, -0.148227
-0.077834, -0.147889
-0.0774903, -0.147545
-0.0771418, -0.147197
-0.0767884, -0.146843
-0.0764302, -0.146485
-0.0760675, -0.146122
-0.0757002, -0.145755
-0.0753286, -0.145383
-0.0749526, -0.145007
-0.0745725, -0.144627
-0.0741883, -0.144243
-0.0738001, -0.143855
-0.0734079, -0.143463
-0.0730119, -0.143067
-0.072612, -0.142667
-0.0722095, -0.142264
-0.0718021, -0.141857
-0.0713909, -0.141446
-0.0709759, -0.141031
-0.0705582, -0.140613
-0.0701355, -0.14019
-0.0697101, -0.139765
-0.0692829, -0.139338
-0.0688532, -0.138908
-0.068421, -0.138476
-0.0679864, -0.138041
-0.0675491, -0.137604
-0.0671093, -0.137164
-0.0666607, -0.136716
-0.0662094, -0.136264
-0.0657553, -0.13581
-0.0652985, -0.135353
-0.064839, -0.134894
-0.0643766, -0.134432
-0.0639115, -0.133966
-0.0634437, -0.133499
-0.0629732, -0.133028
-0.062491, -0.132546
-0.0620065, -0.132061
-0.0615197, -0.131575
-0.0610309, -0.131086
-0.0605402, -0.130595
-0.0600476, -0.130102
-0.0595532, -0.129608
-0.0590572, -0.129112
-0.0585598, -0.128615
-0.0580531, -0.128108
-0.0575452, -0.1276
-0.0570362, -0.127091
-0.0565262, -0.126581
-0.0560152, -0.12607
-0.0555035, -0.125558
-0.0549911, -0.125046
-0.0544782, -0.124533
-0.0539648, -0.12402
-0.053451, -0.123506
-0.0529345, -0.122989
-0.0524181, -0.122473
-0.0519018, -0.121957
-0.0513858, -0.121441
-0.0508702, -0.120925
-0.0503549, -0.12041
-0.0498401, -0.119895
-0.0493257, -0.119381
-0.0488119, -0.118867
-0.0482987, -0.118354
-0.0477867, -0.117842
-0.0472755, -0.11733
-0.046765, -0.11682
-0.0462553, -0.11631
